tipo_aviso,tipo_orden,area,planta,fecha,costo_total,trabajo_real
corrective,CO4,AR-22,PL-1,2017-01-30,1630988.38,8.3
corrective,CO4,AR-22,PL-1,2017-02-06,5617709.64,39.7
corrective,CO4,AR-22,PL-1,2017-02-13,11354428.89,26.5
corrective,CO4,AR-22,PL-1,2017-02-20,1990109.1400000001,29.0
corrective,CO4,AR-22,PL-1,2017-03-06,2843234.48,10.399999999999999
corrective,CO4,AR-22,PL-1,2017-03-13,8489895.290000001,28.25
corrective,CO4,AR-22,PL-1,2017-03-20,5613532.88,24.3
corrective,CO4,AR-22,PL-1,2017-04-03,704417.1599999999,17.0
corrective,CO4,AR-22,PL-1,2017-04-17,23002634.369999997,7.5
corrective,CO4,AR-22,PL-1,2017-04-24,1933062.76,5.2
corrective,CO4,AR-22,PL-1,2017-05-01,181441.11,13.799999999999999
corrective,CO4,AR-22,PL-1,2017-05-08,6327827.880000001,32.7
corrective,CO4,AR-22,PL-1,2017-05-15,1006673.0,0.4
corrective,CO4,AR-22,PL-1,2017-05-22,5822422.27,12.5
corrective,CO4,AR-22,PL-1,2017-05-29,3094454.76,0.6000000000000001
corrective,CO4,AR-22,PL-1,2017-06-05,55000.0,3.2
corrective,CO4,AR-22,PL-1,2017-06-12,851585.1100000001,1.2
corrective,CO4,AR-22,PL-1,2017-06-19,2769893.38,17.9
corrective,CO4,AR-22,PL-1,2017-06-26,29020353.619999997,18.0
corrective,CO4,AR-22,PL-1,2017-07-03,13690794.770000001,24.2
corrective,CO4,AR-22,PL-1,2017-07-17,4309255.090000001,4.5
corrective,CO4,AR-22,PL-1,2017-07-24,2986053.49,20.2
corrective,CO4,AR-22,PL-1,2017-07-31,5029421.9399999995,13.2
corrective,CO4,AR-22,PL-1,2017-08-28,2896903.59,14.0
corrective,CO4,AR-22,PL-1,2017-09-04,561076.2,7.5
corrective,CO4,AR-22,PL-1,2017-09-25,3731233.11,24.5
corrective,CO4,AR-22,PL-1,2017-10-09,196090.0,2.0
corrective,CO4,AR-22,PL-1,2017-10-23,1116554.1600000001,3.7
corrective,CO4,AR-22,PL-1,2017-10-30,6230483.54,10.5
corrective,CO4,AR-22,PL-1,2017-11-06,4822536.4799999995,3.0
corrective,CO4,AR-22,PL-1,2017-11-20,302276.33,4.0
corrective,CO4,AR-22,PL-1,2017-11-27,1620586.68,35.0
corrective,CO4,AR-22,PL-1,2017-12-11,316681.33999999997,10.6
corrective,CO4,AR-22,PL-1,2018-01-08,17562729.939999998,62.2
corrective,CO4,AR-22,PL-1,2018-02-12,4004105.5,42.9
corrective,CO4,AR-22,PL-1,2018-02-19,2110783.41,6.5
corrective,CO4,AR-22,PL-1,2018-02-26,9621993.49,2.5
corrective,CO4,AR-22,PL-1,2018-03-05,1690481.69,10.0
corrective,CO4,AR-22,PL-1,2018-03-12,12438369.09,21.1
corrective,CO4,AR-22,PL-1,2018-03-26,324938.65,1.2
corrective,CO4,AR-22,PL-1,2018-04-09,1351577.06,24.5
corrective,CO4,AR-22,PL-1,2018-04-16,1127577.96,9.399999999999999
corrective,CO4,AR-22,PL-1,2018-04-23,513630.0,11.7
corrective,CO4,AR-22,PL-1,2018-05-07,9207623.99,74.4
corrective,CO4,AR-22,PL-1,2018-05-14,1881462.46,16.699999999999996
corrective,CO4,AR-22,PL-1,2018-05-21,1458600.0,2.5
corrective,CO4,AR-22,PL-1,2018-05-28,4382745.87,8.5
corrective,CO4,AR-22,PL-1,2018-06-04,14360244.309999999,35.3
corrective,CO4,AR-22,PL-1,2018-06-11,2197216.67,29.0
corrective,CO4,AR-22,PL-1,2018-06-18,2185243.44,22.1
corrective,CO4,AR-22,PL-1,2018-06-25,12582411.910000002,12.5
corrective,CO4,AR-22,PL-1,2018-07-02,4846511.57,71.5
corrective,CO4,AR-22,PL-1,2018-07-09,414600.0,5.5
corrective,CO4,AR-22,PL-1,2018-07-16,4133196.03,51.0
corrective,CO4,AR-22,PL-1,2018-07-23,7378080.859999999,15.0
corrective,CO4,AR-22,PL-1,2018-07-30,5502596.86,12.0
corrective,CO4,AR-22,PL-1,2018-08-06,20622601.16,27.2
corrective,CO4,AR-22,PL-1,2018-08-13,19157113.869999997,72.0
corrective,CO4,AR-22,PL-1,2018-08-20,3728183.12,13.2
corrective,CO4,AR-22,PL-1,2018-08-27,454296.06,15.7
corrective,CO4,AR-22,PL-1,2018-09-03,16472195.43,176.10000000000002
corrective,CO4,AR-22,PL-1,2018-09-10,5481599.6899999995,13.0
corrective,CO4,AR-22,PL-1,2018-09-17,173520.0,6.6
corrective,CO4,AR-22,PL-1,2018-09-24,4586679.42,24.5
corrective,CO4,AR-22,PL-1,2018-10-01,9229221.629999999,54.8
corrective,CO4,AR-22,PL-1,2018-10-08,47679167.73,23.099999999999987
corrective,CO4,AR-22,PL-1,2018-10-15,7755040.65,6.5
corrective,CO4,AR-22,PL-1,2018-11-05,9706208.76,44.0
corrective,CO4,AR-22,PL-1,2018-11-12,3010104.52,146.0
corrective,CO4,AR-22,PL-1,2018-11-19,2134750.49,129.3
corrective,CO4,AR-22,PL-1,2018-11-26,1111448.0,31.5
corrective,CO4,AR-22,PL-1,2018-12-03,66256968.73,131.7
corrective,CO4,AR-22,PL-1,2018-12-10,6432676.85,5.0
corrective,CO4,AR-22,PL-1,2018-12-17,3671153.9299999997,19.0
corrective,CO4,AR-22,PL-1,2018-12-31,3398013.68,185.1
corrective,CO4,AR-23,PL-1,2017-01-02,2646466.53,39.5
corrective,CO4,AR-23,PL-1,2017-01-16,2299455.76,13.7
corrective,CO4,AR-23,PL-1,2017-01-30,559662.62,32.0
corrective,CO4,AR-23,PL-1,2017-02-06,15771289.97,37.1
corrective,CO4,AR-23,PL-1,2017-02-13,605010.05,7.0
corrective,CO4,AR-23,PL-1,2017-02-20,2417675.6599999997,17.6
corrective,CO4,AR-23,PL-1,2017-03-06,11961945.72,8.7
corrective,CO4,AR-23,PL-1,2017-03-13,12493262.11,80.0
corrective,CO4,AR-23,PL-1,2017-03-20,1269638.18,63.0
corrective,CO4,AR-23,PL-1,2017-03-27,2259400.0,9.6
corrective,CO4,AR-23,PL-1,2017-04-03,593502.57,26.0
corrective,CO4,AR-23,PL-1,2017-04-24,76260.0,2.0
corrective,CO4,AR-23,PL-1,2017-05-08,1658593.48,32.5
corrective,CO4,AR-23,PL-1,2017-05-15,441502.01,3.0
corrective,CO4,AR-23,PL-1,2017-05-22,9326000.0,13.0
corrective,CO4,AR-23,PL-1,2017-06-19,150049.08000000002,16.5
corrective,CO4,AR-23,PL-1,2017-07-03,2137430.67,5.0
corrective,CO4,AR-23,PL-1,2017-07-24,117523.28,6.0
corrective,CO4,AR-23,PL-1,2017-09-25,2127828.57,3.5
corrective,CO4,AR-23,PL-1,2017-10-02,209446.31,1.5
corrective,CO4,AR-23,PL-1,2017-11-06,757096.78,5.5
corrective,CO4,AR-23,PL-1,2017-11-20,442839.95,4.5
corrective,CO4,AR-23,PL-1,2017-11-27,997000.0,30.5
corrective,CO4,AR-23,PL-1,2018-01-08,473315.96,6.0
corrective,CO4,AR-23,PL-1,2018-02-12,1654788.1400000001,84.5
corrective,CO4,AR-23,PL-1,2018-02-19,7591633.059999999,11.0
corrective,CO4,AR-23,PL-1,2018-03-05,360851.8,40.0
corrective,CO4,AR-23,PL-1,2018-03-12,2589988.87,34.0
corrective,CO4,AR-23,PL-1,2018-03-19,228000.0,6.0
corrective,CO4,AR-23,PL-1,2018-03-26,8557022.79,14.1
corrective,CO4,AR-23,PL-1,2018-05-07,14079510.639999999,95.3
corrective,CO4,AR-23,PL-1,2018-05-14,1936142.32,32.8
corrective,CO4,AR-23,PL-1,2018-05-28,749120.0,8.0
corrective,CO4,AR-23,PL-1,2018-06-04,852287.06,31.0
corrective,CO4,AR-23,PL-1,2018-06-18,4650404.29,16.5
corrective,CO4,AR-23,PL-1,2018-06-25,5623198.4399999995,27.5
corrective,CO4,AR-23,PL-1,2018-07-02,9637345.47,19.0
corrective,CO4,AR-23,PL-1,2018-07-09,3848084.87,2.0
corrective,CO4,AR-23,PL-1,2018-07-16,5346417.3,7.7
corrective,CO4,AR-23,PL-1,2018-07-23,2990000.0,7.0
corrective,CO4,AR-23,PL-1,2018-07-30,240334.0,16.0
corrective,CO4,AR-23,PL-1,2018-08-06,34768887.09,63.5
corrective,CO4,AR-23,PL-1,2018-08-13,4647302.69,95.3
corrective,CO4,AR-23,PL-1,2018-08-27,3185464.0,7.0
corrective,CO4,AR-23,PL-1,2018-09-03,967529.37,49.1
corrective,CO4,AR-23,PL-1,2018-09-17,8314362.6899999995,27.5
corrective,CO4,AR-23,PL-1,2018-09-24,8730685.92,54.60000000000001
corrective,CO4,AR-23,PL-1,2018-10-01,14536726.23,14.299999999999999
corrective,CO4,AR-23,PL-1,2018-10-08,11928935.99,6.0
corrective,CO4,AR-23,PL-1,2018-10-15,25175224.330000002,4.0
corrective,CO4,AR-23,PL-1,2018-10-22,33208.51,22.2
corrective,CO4,AR-23,PL-1,2018-11-05,618787.41,20.0
corrective,CO4,AR-23,PL-1,2018-11-12,6859747.64,29.6
corrective,CO4,AR-23,PL-1,2018-11-19,788930.26,34.5
corrective,CO4,AR-23,PL-1,2018-12-03,1069333.04,34.0
corrective,CO4,AR-23,PL-1,2018-12-31,32538275.32,45.1
corrective,CO4,AR-24,PL-5,2017-01-16,819000.0,14.0
corrective,CO4,AR-24,PL-5,2017-01-30,347373.98,31.0
corrective,CO4,AR-24,PL-5,2017-02-06,23802336.34,121.5
corrective,CO4,AR-24,PL-5,2017-02-13,4212000.0,12.0
corrective,CO4,AR-24,PL-5,2017-03-06,47823677.52,59.0
corrective,CO4,AR-24,PL-5,2017-04-03,577200.0,1.0
corrective,CO4,AR-24,PL-5,2017-04-24,6304000.0,13.0
corrective,CO4,AR-24,PL-5,2017-05-01,416968.48,9.0
corrective,CO4,AR-24,PL-5,2017-05-08,139139.66,131.5
corrective,CO4,AR-24,PL-5,2017-06-05,18021326.05,51.5
corrective,CO4,AR-24,PL-5,2017-06-19,25292000.0,1.0
corrective,CO4,AR-24,PL-5,2017-07-03,40227699.49,107.0
corrective,CO4,AR-24,PL-5,2017-07-17,320000.0,2.0
corrective,CO4,AR-24,PL-5,2017-08-07,23388981.19,4.0
corrective,CO4,AR-24,PL-5,2017-08-14,22384843.96,17.0
corrective,CO4,AR-24,PL-5,2017-08-28,6936180.33,164.0
corrective,CO4,AR-24,PL-5,2017-09-04,8419152.66,75.0
corrective,CO4,AR-24,PL-5,2017-10-02,18107082.490000002,209.0
corrective,CO4,AR-24,PL-5,2017-10-16,17603838.25,84.0
corrective,CO4,AR-24,PL-5,2017-10-23,720000.0,1.0
corrective,CO4,AR-24,PL-5,2017-11-06,1992000.0,3.0
corrective,CO4,AR-24,PL-5,2017-12-11,39443556.67,3.0
corrective,CO4,AR-24,PL-5,2017-12-25,2917957.36,1.0
corrective,CO4,AR-24,PL-5,2018-01-15,50077.91,2.0
corrective,CO4,AR-24,PL-5,2018-01-22,92016.0,2.0
corrective,CO4,AR-24,PL-5,2018-02-05,83277.91,2.0
corrective,CO4,AR-24,PL-5,2018-03-05,4444000.0,3.0
corrective,CO4,AR-24,PL-5,2018-03-12,12893734.870000001,112.0
corrective,CO4,AR-24,PL-5,2018-04-02,150300.0,0.5
corrective,CO4,AR-24,PL-5,2018-04-09,1163056.79,27.5
corrective,CO4,AR-24,PL-5,2018-04-16,719511.71,23.0
corrective,CO4,AR-24,PL-5,2018-04-23,1318079.83,38.0
corrective,CO4,AR-24,PL-5,2018-04-30,66960230.9,267.1
corrective,CO4,AR-24,PL-5,2018-05-07,24686476.45,2.1
corrective,CO4,AR-24,PL-5,2018-07-02,10152824.14,14.0
corrective,CO4,AR-24,PL-5,2018-07-23,11225198.73,4.0
corrective,CO4,AR-24,PL-5,2018-07-30,7299798.34,25.0
corrective,CO4,AR-24,PL-5,2018-08-27,60496956.74999999,18.0
corrective,CO4,AR-24,PL-5,2018-09-10,603083.86,6.0
corrective,CO4,AR-24,PL-5,2018-09-24,5961004.5600000005,24.0
corrective,CO4,AR-24,PL-5,2018-10-01,2593967.06,107.0
corrective,CO4,AR-24,PL-5,2018-10-08,6595668.41,35.0
corrective,CO4,AR-24,PL-5,2018-10-29,46815328.29,19.0
corrective,CO4,AR-24,PL-5,2018-11-05,3857117.5,29.0
corrective,CO4,AR-24,PL-5,2018-11-12,9660000.0,10.0
corrective,CO4,AR-24,PL-5,2018-12-03,12679072.88,8.0
corrective,CO4,AR-24,PL-5,2018-12-10,200000.0,2.0
corrective,CO4,AR-26,PL-1,2017-05-08,255917.83,4.5
corrective,CO4,AR-28,PL-1,2017-01-02,466178.58,6.5
corrective,CO4,AR-28,PL-1,2017-01-16,282000.0,0.5
corrective,CO4,AR-28,PL-1,2017-01-30,417310.17,1.5
corrective,CO4,AR-28,PL-1,2017-02-06,419095.96,3.7
corrective,CO4,AR-28,PL-1,2017-02-13,3529176.0,5.5
corrective,CO4,AR-28,PL-1,2017-02-20,468000.0,0.2
corrective,CO4,AR-28,PL-1,2017-02-27,226260.28,4.7
corrective,CO4,AR-28,PL-1,2017-03-06,4022292.86,23.5
corrective,CO4,AR-28,PL-1,2017-03-13,7588316.25,1.0
corrective,CO4,AR-28,PL-1,2017-03-20,6457838.79,12.5
corrective,CO4,AR-28,PL-1,2017-04-03,43698.32,2.0
corrective,CO4,AR-28,PL-1,2017-04-10,1233800.0,1.0
corrective,CO4,AR-28,PL-1,2017-04-17,19259775.57,3.1
corrective,CO4,AR-28,PL-1,2017-05-01,45803398.5,0.4
corrective,CO4,AR-28,PL-1,2017-05-08,587022.48,3.7
corrective,CO4,AR-28,PL-1,2017-05-15,1417182.0,1.7
corrective,CO4,AR-28,PL-1,2017-05-22,5280300.26,4.6000000000000005
corrective,CO4,AR-28,PL-1,2017-06-05,705000.0,0.2
corrective,CO4,AR-28,PL-1,2017-07-03,2271127.73,0.2
corrective,CO4,AR-28,PL-1,2017-08-28,226293.18,17.5
corrective,CO4,AR-28,PL-1,2017-09-18,3027426.0,2.0
corrective,CO4,AR-28,PL-1,2017-11-13,48600.0,6.0
corrective,CO4,AR-28,PL-1,2018-01-08,1565994.75,6.5
corrective,CO4,AR-28,PL-1,2018-01-29,1051755.03,8.0
corrective,CO4,AR-28,PL-1,2018-03-12,21492.29,2.0
corrective,CO4,AR-28,PL-1,2018-04-09,8300.0,4.199999999999999
corrective,CO4,AR-28,PL-1,2018-04-23,246585.0,1.0
corrective,CO4,AR-28,PL-1,2018-05-07,3104000.0,11.0
corrective,CO4,AR-28,PL-1,2018-05-28,5333664.7,6.0
corrective,CO4,AR-28,PL-1,2018-08-13,95711.01,8.5
corrective,CO4,AR-28,PL-1,2018-09-03,88596.86,5.7
corrective,CO4,AR-28,PL-1,2018-10-29,388250.0,1.0
corrective,CO4,AR-28,PL-1,2018-11-05,585822.03,2.0
corrective,CO4,AR-28,PL-1,2018-11-19,1773874.71,39.1
corrective,CO4,AR-28,PL-1,2018-11-26,4850000.0,1.0
corrective,CO4,AR-28,PL-1,2018-12-03,76466487.24,25.5
corrective,CO4,AR-28,PL-2,2017-04-10,8567500.0,0.5
corrective,CO4,AR-28,PL-2,2017-09-04,8491888.0,0.5
corrective,CO4,AR-28,PL-2,2017-12-25,5906400.0,0.5
corrective,CO4,AR-28,PL-2,2018-02-19,1054500.0,0.5
corrective,CO4,AR-28,PL-2,2018-04-09,3991506.72,0.5
corrective,CO4,AR-28,PL-2,2018-04-16,1467200.0,0.5
corrective,CO4,AR-28,PL-2,2018-05-07,7494702.0,0.5
corrective,CO4,AR-28,PL-2,2018-05-21,6536928.57,0.5
corrective,CO4,AR-28,PL-3,2017-07-24,484615.0,2.1
corrective,CO4,AR-28,PL-4,2017-04-10,62949.03,8.0
corrective,CO4,AR-28,PL-4,2018-06-11,3822000.0,41.5
corrective,CO4,AR-28,PL-5,2017-12-04,1485079.75,17.0
corrective,CO4,AR-28,PL-5,2018-02-05,885618.96,0.2
corrective,CO4,AR-28,PL-5,2018-06-25,962237.0,3.0
corrective,CO4,AR-29,PL-4,2018-12-17,1583315.86,13.0
corrective,CO4,AR-3,PL-1,2017-06-12,580569.0,10.0
corrective,CO4,AR-3,PL-1,2018-01-22,750631.52,4.0
corrective,CO4,AR-3,PL-4,2017-01-09,4260.45,15.5
corrective,CO4,AR-3,PL-4,2017-02-20,2554350.42,12.0
corrective,CO4,AR-3,PL-4,2017-03-06,152058.62,62.0
corrective,CO4,AR-3,PL-4,2017-05-08,483200.0,61.0
corrective,CO4,AR-3,PL-4,2017-09-04,2242650.0,3.0
corrective,CO4,AR-3,PL-4,2017-10-23,2495219.66,80.5
corrective,CO4,AR-3,PL-4,2017-10-30,1680282.96,26.665999999999997
corrective,CO4,AR-3,PL-4,2017-11-20,35331.15,51.333
corrective,CO4,AR-3,PL-4,2017-12-11,960000.0,19.0
corrective,CO4,AR-3,PL-4,2017-12-18,15665694.419999998,109.666
corrective,CO4,AR-3,PL-4,2018-02-05,4988300.03,24.5
corrective,CO4,AR-3,PL-4,2018-02-12,1800000.0,41.0
corrective,CO4,AR-3,PL-4,2018-04-30,1765800.0,55.0
corrective,CO4,AR-3,PL-4,2018-06-11,2290524.08,341.166
corrective,CO4,AR-30,PL-4,2017-01-09,1051777.44,1.0
corrective,CO4,AR-30,PL-4,2017-01-16,3657507.45,18.0
corrective,CO4,AR-30,PL-4,2017-01-30,10537272.24,17.8
corrective,CO4,AR-30,PL-4,2017-02-13,314605.12,3.2
corrective,CO4,AR-30,PL-4,2017-02-20,1086456.75,2.0
corrective,CO4,AR-30,PL-4,2017-02-27,313816.15,20.0
corrective,CO4,AR-30,PL-4,2017-03-06,34001746.28,30.5
corrective,CO4,AR-30,PL-4,2017-03-13,82130928.55,142.4
corrective,CO4,AR-30,PL-4,2017-03-27,25496640.36,63.0
corrective,CO4,AR-30,PL-4,2017-04-03,683620.27,14.0
corrective,CO4,AR-30,PL-4,2017-04-10,35435687.59,32.0
corrective,CO4,AR-30,PL-4,2017-04-17,784000.0,2.0
corrective,CO4,AR-30,PL-4,2017-04-24,89333343.02000001,5.65
corrective,CO4,AR-30,PL-4,2017-05-01,5771415.88,27.1
corrective,CO4,AR-30,PL-4,2017-05-15,3946412.6999999997,6.0
corrective,CO4,AR-30,PL-4,2017-05-22,354000.0,1.7
corrective,CO4,AR-30,PL-4,2017-05-29,1707003.62,3.0
corrective,CO4,AR-30,PL-4,2017-06-05,4642812.08,21.5
corrective,CO4,AR-30,PL-4,2017-06-12,480000.0,6.5
corrective,CO4,AR-30,PL-4,2017-06-26,13041167.75,32.0
corrective,CO4,AR-30,PL-4,2017-07-17,255030.67,4.5
corrective,CO4,AR-30,PL-4,2017-07-31,68115714.15,276.5
corrective,CO4,AR-30,PL-4,2017-08-07,5095169.89,37.5
corrective,CO4,AR-30,PL-4,2017-08-21,11744881.78,5.0
corrective,CO4,AR-30,PL-4,2017-08-28,629500.0,15.5
corrective,CO4,AR-30,PL-4,2017-09-04,1853916.79,9.5
corrective,CO4,AR-30,PL-4,2017-09-11,3860615.94,113.0
corrective,CO4,AR-30,PL-4,2017-09-18,1239747.8599999999,30.0
corrective,CO4,AR-30,PL-4,2017-09-25,10387282.42,59.0
corrective,CO4,AR-30,PL-4,2017-10-02,327.88,7.0
corrective,CO4,AR-30,PL-4,2017-10-09,624400.65,4.0
corrective,CO4,AR-30,PL-4,2017-10-23,10086.67,5.0
corrective,CO4,AR-30,PL-4,2017-10-30,896056.86,31.5
corrective,CO4,AR-30,PL-4,2017-11-06,2703344.16,13.0
corrective,CO4,AR-30,PL-4,2017-11-13,1465959.28,15.5
corrective,CO4,AR-30,PL-4,2017-11-20,2607427.77,15.5
corrective,CO4,AR-30,PL-4,2017-11-27,620000.0,6.0
corrective,CO4,AR-30,PL-4,2017-12-04,7472780.31,35.5
corrective,CO4,AR-30,PL-4,2017-12-11,247788790.78,155.0
corrective,CO4,AR-30,PL-4,2017-12-18,13652309.049999999,39.0
corrective,CO4,AR-30,PL-4,2018-01-01,4170289.15,21.0
corrective,CO4,AR-30,PL-4,2018-01-08,3892384.89,22.0
corrective,CO4,AR-30,PL-4,2018-01-15,3198138.3600000003,23.2
corrective,CO4,AR-30,PL-4,2018-01-22,1399185.9,26.7
corrective,CO4,AR-30,PL-4,2018-01-29,194586.11,6.5
corrective,CO4,AR-30,PL-4,2018-02-05,880000.0,12.2
corrective,CO4,AR-30,PL-4,2018-02-19,110873.25,35.5
corrective,CO4,AR-30,PL-4,2018-02-26,6613345.3100000005,19.0
corrective,CO4,AR-30,PL-4,2018-03-05,7376623.69,373.5
corrective,CO4,AR-30,PL-4,2018-03-12,13967566.31,22.0
corrective,CO4,AR-30,PL-4,2018-03-26,3151329.72,36.0
corrective,CO4,AR-30,PL-4,2018-04-02,7329614.71,6.0
corrective,CO4,AR-30,PL-4,2018-04-09,2477614.46,46.5
corrective,CO4,AR-30,PL-4,2018-04-16,12204781.23,21.599999999999998
corrective,CO4,AR-30,PL-4,2018-04-23,3028041.1999999997,15.0
corrective,CO4,AR-30,PL-4,2018-04-30,90643.82,5.0
corrective,CO4,AR-30,PL-4,2018-05-07,5557016.390000001,6.5
corrective,CO4,AR-30,PL-4,2018-05-14,470776.43,2.0
corrective,CO4,AR-30,PL-4,2018-05-21,3643279.92,24.5
corrective,CO4,AR-30,PL-4,2018-05-28,22847150.43,20.0
corrective,CO4,AR-30,PL-4,2018-06-11,32030975.840000004,288.333
corrective,CO4,AR-30,PL-4,2018-07-02,3642673.61,7.8
corrective,CO4,AR-30,PL-4,2018-07-09,24316936.09,28.0
corrective,CO4,AR-30,PL-4,2018-07-16,277255.83,1.0
corrective,CO4,AR-30,PL-4,2018-07-23,1337863.36,4.5
corrective,CO4,AR-30,PL-4,2018-07-30,7141760.38,9.0
corrective,CO4,AR-30,PL-4,2018-08-06,10200000.0,16.5
corrective,CO4,AR-30,PL-4,2018-08-20,7331299.33,1.5
corrective,CO4,AR-30,PL-4,2018-09-10,2167208.98,6.0
corrective,CO4,AR-30,PL-4,2018-09-17,1286159.35,13.5
corrective,CO4,AR-30,PL-4,2018-09-24,12575385.69,5.0
corrective,CO4,AR-30,PL-4,2018-10-01,6780574.6899999995,11.0
corrective,CO4,AR-30,PL-4,2018-10-08,9069867.54,18.130000000000003
corrective,CO4,AR-30,PL-4,2018-10-15,15518370.0,17.0
corrective,CO4,AR-30,PL-4,2018-10-29,1477259.35,4.0
corrective,CO4,AR-30,PL-4,2018-11-12,54024.0,2.0
corrective,CO4,AR-30,PL-4,2018-11-19,178754224.43,15.5
corrective,CO4,AR-30,PL-4,2018-12-10,79335.0,2.0
corrective,CO4,AR-30,PL-4,2018-12-17,1344772.27,6.5
corrective,CO4,AR-30,PL-5,2017-01-02,339489.01,8.25
corrective,CO4,AR-30,PL-5,2017-01-09,5350995.83,24.75
corrective,CO4,AR-30,PL-5,2017-01-16,1708252.96,25.700000000000003
corrective,CO4,AR-30,PL-5,2017-01-23,1214099.59,15.25
corrective,CO4,AR-30,PL-5,2017-01-30,6602791.0600000005,21.25
corrective,CO4,AR-30,PL-5,2017-02-06,892000.5,16.5
corrective,CO4,AR-30,PL-5,2017-02-13,2872818.57,4.0
corrective,CO4,AR-30,PL-5,2017-02-20,1124252.26,4.0
corrective,CO4,AR-30,PL-5,2017-02-27,3436.03,4.25
corrective,CO4,AR-30,PL-5,2017-03-06,125000.0,8.0
corrective,CO4,AR-30,PL-5,2017-03-13,459048.77999999997,4.0
corrective,CO4,AR-30,PL-5,2017-03-20,81600.0,3.5
corrective,CO4,AR-30,PL-5,2017-04-03,23333213.14,15.0
corrective,CO4,AR-30,PL-5,2017-05-08,306051.35,5.0
corrective,CO4,AR-30,PL-5,2017-05-22,1497071.2700000003,11.0
corrective,CO4,AR-30,PL-5,2017-06-19,2395864.05,4.0
corrective,CO4,AR-30,PL-5,2017-07-17,3376351.43,14.0
corrective,CO4,AR-30,PL-5,2017-07-31,1021020.0,5.0
corrective,CO4,AR-30,PL-5,2017-08-14,13822473.020000001,31.3
corrective,CO4,AR-30,PL-5,2017-08-21,4703935.05,13.899999999999999
corrective,CO4,AR-30,PL-5,2017-08-28,48768.07,4.25
corrective,CO4,AR-30,PL-5,2017-09-04,1539785.0,2.5
corrective,CO4,AR-30,PL-5,2017-09-11,20013596.269999996,205.8
corrective,CO4,AR-30,PL-5,2017-10-02,14933596.0,12.5
corrective,CO4,AR-30,PL-5,2017-10-16,348300.0,24.25
corrective,CO4,AR-30,PL-5,2017-10-30,3662716.44,5.5
corrective,CO4,AR-30,PL-5,2017-11-20,506535.73,22.75
corrective,CO4,AR-30,PL-5,2017-12-04,35400.0,3.0
corrective,CO4,AR-30,PL-5,2017-12-18,20547028.32,3.0
corrective,CO4,AR-30,PL-5,2017-12-25,1012437.16,16.0
corrective,CO4,AR-30,PL-5,2018-01-01,100666.25,17.0
corrective,CO4,AR-30,PL-5,2018-01-08,21000.0,6.0
corrective,CO4,AR-30,PL-5,2018-01-22,1666826.46,31.0
corrective,CO4,AR-30,PL-5,2018-02-05,1219923.68,19.75
corrective,CO4,AR-30,PL-5,2018-02-12,4235512.73,13.0
corrective,CO4,AR-30,PL-5,2018-02-19,4442367.07,38.0
corrective,CO4,AR-30,PL-5,2018-03-05,1442946.67,31.0
corrective,CO4,AR-30,PL-5,2018-03-12,2467467.3899999997,29.75
corrective,CO4,AR-30,PL-5,2018-03-19,937952.0,3.0
corrective,CO4,AR-30,PL-5,2018-03-26,6113048.74,31.25
corrective,CO4,AR-30,PL-5,2018-04-09,2907601.27,41.0
corrective,CO4,AR-30,PL-5,2018-04-23,2168457.5,57.75
corrective,CO4,AR-30,PL-5,2018-04-30,21097.93,15.25
corrective,CO4,AR-30,PL-5,2018-05-14,8671102.6,106.25
corrective,CO4,AR-30,PL-5,2018-05-28,6206871.29,77.0
corrective,CO4,AR-30,PL-5,2018-06-04,6971313.67,87.75
corrective,CO4,AR-30,PL-5,2018-06-11,9730844.24,30.75
corrective,CO4,AR-30,PL-5,2018-06-18,660226.29,41.0
corrective,CO4,AR-30,PL-5,2018-07-09,2850224.95,88.2
corrective,CO4,AR-30,PL-5,2018-07-16,2468050.1399999997,17.75
corrective,CO4,AR-30,PL-5,2018-07-23,2120539.8200000003,31.5
corrective,CO4,AR-30,PL-5,2018-07-30,18000.0,26.5
corrective,CO4,AR-30,PL-5,2018-08-13,9931795.43,43.25
corrective,CO4,AR-30,PL-5,2018-08-20,20803949.45,13.25
corrective,CO4,AR-30,PL-5,2018-08-27,3584800.2600000002,21.9
corrective,CO4,AR-30,PL-5,2018-09-03,9257197.31,71.25
corrective,CO4,AR-30,PL-5,2018-09-10,873700.12,5.25
corrective,CO4,AR-30,PL-5,2018-09-17,21139965.209999997,64.25
corrective,CO4,AR-30,PL-5,2018-09-24,14375077.66,32.75
corrective,CO4,AR-30,PL-5,2018-10-01,9371351.39,32.5
corrective,CO4,AR-30,PL-5,2018-10-08,23044.85,20.0
corrective,CO4,AR-30,PL-5,2018-10-15,2530568.77,42.0
corrective,CO4,AR-30,PL-5,2018-10-29,11057611.510000002,54.75
corrective,CO4,AR-30,PL-5,2018-11-05,748440.34,5.75
corrective,CO4,AR-30,PL-5,2018-11-12,1641160.72,17.0
corrective,CO4,AR-30,PL-5,2018-11-19,150528.0,10.75
corrective,CO4,AR-30,PL-5,2018-12-03,3452155.27,31.0
corrective,CO4,AR-30,PL-5,2018-12-10,604900.0,11.75
corrective,CO4,AR-30,PL-6,2017-01-09,5218355.95,14.8
corrective,CO4,AR-30,PL-6,2017-01-16,1190846.6199999999,27.400000000000002
corrective,CO4,AR-30,PL-6,2017-01-30,2160975.0700000003,20.299999999999997
