tipo_aviso,tipo_orden,area,planta,fecha,costo_total,trabajo_real
corrective,CO4,AR-14,PL-1,2017-07-10,127995.01,18.5
corrective,CO4,AR-14,PL-1,2017-08-21,3828834.91,4.5
corrective,CO4,AR-14,PL-1,2017-08-28,2136530.54,10.0
corrective,CO4,AR-14,PL-1,2017-09-04,2576771.52,81.6
corrective,CO4,AR-14,PL-1,2017-09-18,1570379.78,13.0
corrective,CO4,AR-14,PL-1,2017-09-25,69069.66,8.0
corrective,CO4,AR-14,PL-1,2017-10-16,51831.15,3.6
corrective,CO4,AR-14,PL-1,2017-10-23,6673331.99,12.5
corrective,CO4,AR-14,PL-1,2017-11-13,2472843.27,35.0
corrective,CO4,AR-14,PL-1,2017-11-27,1584000.0,14.1
corrective,CO4,AR-14,PL-1,2017-12-18,1336562.0,19.5
corrective,CO4,AR-14,PL-1,2017-12-25,9285598.32,17.7
corrective,CO4,AR-14,PL-1,2018-01-29,2098008.31,12.0
corrective,CO4,AR-14,PL-1,2018-02-26,324300.0,16.2
corrective,CO4,AR-14,PL-1,2018-03-05,2434247.1799999997,59.6
corrective,CO4,AR-14,PL-1,2018-03-12,11147739.0,44.5
corrective,CO4,AR-14,PL-1,2018-03-19,3843686.54,15.0
corrective,CO4,AR-14,PL-1,2018-04-02,2707150.1799999997,72.0
corrective,CO4,AR-14,PL-1,2018-04-09,354843.0,16.0
corrective,CO4,AR-14,PL-1,2018-04-23,3969856.53,39.0
corrective,CO4,AR-14,PL-1,2018-04-30,1269547.37,20.6
corrective,CO4,AR-14,PL-1,2018-05-07,2246740.08,26.0
corrective,CO4,AR-14,PL-1,2018-05-14,4939562.55,25.5
corrective,CO4,AR-14,PL-1,2018-05-21,334863.37,17.0
corrective,CO4,AR-14,PL-1,2018-06-18,1971058.46,36.9
corrective,CO4,AR-14,PL-1,2018-07-02,8892390.0,107.5
corrective,CO4,AR-14,PL-1,2018-07-16,9413983.47,42.5
corrective,CO4,AR-14,PL-1,2018-07-23,1838327.73,9.5
corrective,CO4,AR-14,PL-1,2018-08-06,4874263.5,10.5
corrective,CO4,AR-14,PL-1,2018-08-20,3312045.8400000003,23.5
corrective,CO4,AR-14,PL-1,2018-08-27,4817501.49,27.0
corrective,CO4,AR-14,PL-1,2018-09-03,10477951.11,339.0
corrective,CO4,AR-14,PL-1,2018-10-01,2728117.4699999997,184.5
corrective,CO4,AR-14,PL-1,2018-11-05,4574554.84,146.5
corrective,CO4,AR-14,PL-1,2018-12-03,1301014.52,256.5
corrective,CO4,AR-14,PL-1,2018-12-17,3786537.67,69.1
corrective,CO4,AR-14,PL-1,2018-12-31,9625093.760000002,128.5
corrective,CO4,AR-14,PL-2,2017-01-09,21534.35,3.5
corrective,CO4,AR-14,PL-2,2017-02-06,411548.66000000003,20.3
corrective,CO4,AR-14,PL-2,2017-02-27,543920.69,1.7
corrective,CO4,AR-14,PL-2,2017-03-06,567498.36,15.0
corrective,CO4,AR-14,PL-2,2017-04-10,4320720.0,1.0
corrective,CO4,AR-14,PL-2,2017-04-17,68900.0,1.0
corrective,CO4,AR-14,PL-2,2017-05-29,1694572.0,22.0
corrective,CO4,AR-14,PL-2,2017-06-05,1204785.0,3.9000000000000004
corrective,CO4,AR-14,PL-2,2017-07-03,550000.0,4.5
corrective,CO4,AR-14,PL-2,2017-08-07,1377233.01,21.0
corrective,CO4,AR-14,PL-2,2017-10-23,100759.66,1.5
corrective,CO4,AR-14,PL-2,2017-12-04,7741331.109999999,8.0
corrective,CO4,AR-14,PL-2,2018-02-05,2379388.01,44.0
corrective,CO4,AR-14,PL-2,2018-03-05,72788.0,10.0
corrective,CO4,AR-14,PL-2,2018-03-26,51000.0,12.5
corrective,CO4,AR-14,PL-2,2018-04-02,219989.52,16.1
corrective,CO4,AR-14,PL-2,2018-04-23,15046140.0,2.5
corrective,CO4,AR-14,PL-2,2018-04-30,456986.32,11.5
corrective,CO4,AR-14,PL-2,2018-06-04,5347301.48,68.5
corrective,CO4,AR-14,PL-2,2018-06-18,480000.0,1.0
corrective,CO4,AR-14,PL-2,2018-07-02,3036416.0,1.0
corrective,CO4,AR-14,PL-2,2018-07-09,2171772.41,39.0
corrective,CO4,AR-14,PL-2,2018-07-23,877134.88,5.0
corrective,CO4,AR-14,PL-2,2018-07-30,208576.44,234.2
corrective,CO4,AR-14,PL-2,2018-08-06,1856672.41,25.0
corrective,CO4,AR-14,PL-2,2018-08-20,1500000.0,1.0
corrective,CO4,AR-14,PL-2,2018-09-03,468916.71,11.5
corrective,CO4,AR-14,PL-2,2018-09-10,2428481.42,45.75
corrective,CO4,AR-14,PL-2,2018-10-08,1822551.2,14.0
corrective,CO4,AR-14,PL-2,2018-10-15,16286568.87,1.0
corrective,CO4,AR-14,PL-2,2018-10-22,744000.0,38.75
corrective,CO4,AR-14,PL-2,2018-10-29,1628531.15,23.5
corrective,CO4,AR-14,PL-2,2018-11-19,11143085.0,1.5
corrective,CO4,AR-14,PL-2,2018-11-26,700000.0,6.5
corrective,CO4,AR-14,PL-2,2018-12-03,293736.63,1.5
corrective,CO4,AR-14,PL-3,2017-01-16,1246359.66,42.0
corrective,CO4,AR-14,PL-3,2017-01-23,41375490.51,6.0
corrective,CO4,AR-14,PL-3,2017-02-27,1292857.0,37.0
corrective,CO4,AR-14,PL-3,2017-04-03,692281.52,41.5
corrective,CO4,AR-14,PL-3,2017-04-24,3735000.0,0.3
corrective,CO4,AR-14,PL-3,2017-05-01,531687.8200000001,4.5
corrective,CO4,AR-14,PL-3,2017-05-08,1421500.0,5.0
corrective,CO4,AR-14,PL-3,2017-06-05,8080359.66,11.5
corrective,CO4,AR-14,PL-3,2017-06-26,9535000.0,22.0
corrective,CO4,AR-14,PL-3,2017-07-31,252000.0,29.8
corrective,CO4,AR-14,PL-3,2017-09-11,195000.0,13.0
corrective,CO4,AR-14,PL-3,2017-10-02,1311700.0,41.5
corrective,CO4,AR-14,PL-3,2017-10-23,1201451.54,29.0
corrective,CO4,AR-14,PL-3,2017-11-13,236562.0,15.5
corrective,CO4,AR-14,PL-3,2017-11-27,4606741.0,12.5
corrective,CO4,AR-14,PL-3,2017-12-04,23446881.78,29.0
corrective,CO4,AR-14,PL-3,2018-01-01,3121160.58,31.000000000000004
corrective,CO4,AR-14,PL-3,2018-02-05,90000.0,89.89999999999999
corrective,CO4,AR-14,PL-3,2018-02-26,771120.0,26.0
corrective,CO4,AR-14,PL-3,2018-03-19,836483.93,37.5
corrective,CO4,AR-14,PL-3,2018-03-26,2088701.72,32.5
corrective,CO4,AR-14,PL-3,2018-04-30,19140000.0,14.6
corrective,CO4,AR-14,PL-3,2018-05-07,5110670.5600000005,38.7
corrective,CO4,AR-14,PL-3,2018-05-28,478400.0,18.5
corrective,CO4,AR-14,PL-3,2018-06-18,925552.49,12.5
corrective,CO4,AR-14,PL-3,2018-06-25,114975.70999999999,30.0
corrective,CO4,AR-14,PL-3,2018-07-02,7460000.0,6.0
corrective,CO4,AR-14,PL-3,2018-07-23,134916.0,31.3
corrective,CO4,AR-14,PL-3,2018-07-30,547643.84,10.8
corrective,CO4,AR-14,PL-3,2018-08-27,27811500.0,12.5
corrective,CO4,AR-14,PL-3,2018-09-03,1261250.0,41.5
corrective,CO4,AR-14,PL-3,2018-09-24,1162156.92,47.5
corrective,CO4,AR-14,PL-3,2018-10-01,1156543.41,45.0
corrective,CO4,AR-14,PL-3,2018-11-05,3871341.0,83.89999999999992
corrective,CO4,AR-14,PL-3,2018-12-03,1882941.9700000002,95.5
corrective,CO4,AR-14,PL-3,2018-12-31,2422075.88,177.80000000000018
corrective,CO4,AR-14,PL-4,2017-01-02,844987.19,30.0
corrective,CO4,AR-14,PL-4,2017-01-23,7499019.28,74.0
corrective,CO4,AR-14,PL-4,2017-02-06,5360859.73,65.0
corrective,CO4,AR-14,PL-4,2017-02-20,5823892.29,67.5
corrective,CO4,AR-14,PL-4,2017-02-27,354843.28,6.0
corrective,CO4,AR-14,PL-4,2017-03-06,2206668.78,28.0
corrective,CO4,AR-14,PL-4,2017-03-13,117783.91,53.5
corrective,CO4,AR-14,PL-4,2017-03-20,328009.5,26.5
corrective,CO4,AR-14,PL-4,2017-04-03,170789.99,24.75
corrective,CO4,AR-14,PL-4,2017-04-10,68000.0,42.0
corrective,CO4,AR-14,PL-4,2017-04-17,917783.91,27.0
corrective,CO4,AR-14,PL-4,2017-05-01,880200.0,137.5
corrective,CO4,AR-14,PL-4,2017-05-08,1307944.2,14.0
corrective,CO4,AR-14,PL-4,2017-05-15,11916.31,66.0
corrective,CO4,AR-14,PL-4,2017-06-05,11337148.7,121.5
corrective,CO4,AR-14,PL-4,2017-07-10,677613.51,70.0
corrective,CO4,AR-14,PL-4,2017-07-24,947160.0,84.5
corrective,CO4,AR-14,PL-4,2017-08-14,28404.77,10.0
corrective,CO4,AR-14,PL-4,2017-08-28,1205706.0,9.0
corrective,CO4,AR-14,PL-4,2017-09-04,1404015.54,22.833
corrective,CO4,AR-14,PL-4,2017-09-11,181655.98,113.0
corrective,CO4,AR-14,PL-4,2017-09-25,377000.0,13.5
corrective,CO4,AR-14,PL-4,2017-10-16,230640.0,10.0
corrective,CO4,AR-14,PL-4,2017-10-23,1815024.0,45.0
corrective,CO4,AR-14,PL-4,2017-10-30,7181537.99,83.5
corrective,CO4,AR-14,PL-4,2017-11-20,3983764.58,107.0
corrective,CO4,AR-14,PL-4,2017-11-27,291200.0,61.5
corrective,CO4,AR-14,PL-4,2017-12-11,18204544.470000003,51.0
corrective,CO4,AR-14,PL-4,2017-12-18,30000.0,154.5
corrective,CO4,AR-14,PL-4,2018-01-08,7041930.0,75.667
corrective,CO4,AR-14,PL-4,2018-01-15,2078600.0,15.0
corrective,CO4,AR-14,PL-4,2018-01-22,714645.13,33.5
corrective,CO4,AR-14,PL-4,2018-02-05,30000.0,119.0
corrective,CO4,AR-14,PL-4,2018-02-12,1814578.15,109.5
corrective,CO4,AR-14,PL-4,2018-02-26,11737974.29,124.75
corrective,CO4,AR-14,PL-4,2018-04-09,639080.4199999999,42.0
corrective,CO4,AR-14,PL-4,2018-04-30,1224440.3399999999,89.5
corrective,CO4,AR-14,PL-4,2018-05-14,236562.0,88.0
corrective,CO4,AR-14,PL-4,2018-05-21,1657964.78,16.333
corrective,CO4,AR-14,PL-4,2018-05-28,176861.4,120.167
corrective,CO4,AR-14,PL-4,2018-06-11,17546723.939999998,314.0
corrective,CO4,AR-14,PL-4,2018-07-09,1806818.88,19.0
corrective,CO4,AR-14,PL-4,2018-07-16,2298452.76,33.349999999999994
corrective,CO4,AR-14,PL-4,2018-07-23,1038510.0,45.016999999999996
corrective,CO4,AR-14,PL-4,2018-07-30,6045976.0,10.0
corrective,CO4,AR-14,PL-4,2018-08-13,258552.0,23.017
corrective,CO4,AR-14,PL-4,2018-08-27,11107537.79,53.666
corrective,CO4,AR-14,PL-4,2018-09-10,897830.56,12.0
corrective,CO4,AR-14,PL-4,2018-09-17,4100.04,56.0
corrective,CO4,AR-14,PL-4,2018-09-24,179566.11,64.5
corrective,CO4,AR-14,PL-4,2018-10-08,1307753.95,33.35
corrective,CO4,AR-14,PL-4,2018-10-22,370811.11,28.0
corrective,CO4,AR-14,PL-4,2018-10-29,398900.11,16.5
corrective,CO4,AR-14,PL-4,2018-11-05,4608.02,21.333
corrective,CO4,AR-14,PL-4,2018-12-17,5504200.0,16.0
corrective,CO4,AR-14,PL-5,2017-01-02,247351.82,64.5
corrective,CO4,AR-14,PL-5,2017-01-09,2800069.4099999997,114.6
corrective,CO4,AR-14,PL-5,2017-01-16,9499705.87,83.0
corrective,CO4,AR-14,PL-5,2017-01-23,9275800.0,43.5
corrective,CO4,AR-14,PL-5,2017-01-30,678657.0800000001,132.3
corrective,CO4,AR-14,PL-5,2017-02-20,616140.0,35.900000000000006
corrective,CO4,AR-14,PL-5,2017-02-27,1701984.45,225.09999999999997
corrective,CO4,AR-14,PL-5,2017-03-06,9732598.24,46.7
corrective,CO4,AR-14,PL-5,2017-03-13,2348310.79,134.3
corrective,CO4,AR-14,PL-5,2017-03-27,1194600.0,89.2
corrective,CO4,AR-14,PL-5,2017-04-03,2459864.55,89.0
corrective,CO4,AR-14,PL-5,2017-04-10,78236.51,24.0
corrective,CO4,AR-14,PL-5,2017-04-17,32383.91,36.5
corrective,CO4,AR-14,PL-5,2017-04-24,1065241.77,21.0
corrective,CO4,AR-14,PL-5,2017-05-08,10093090.0,119.2
corrective,CO4,AR-14,PL-5,2017-05-15,11427113.0,56.5
corrective,CO4,AR-14,PL-5,2017-05-29,811527.72,40.7
corrective,CO4,AR-14,PL-5,2017-06-05,6060632.989999999,202.9
corrective,CO4,AR-14,PL-5,2017-06-12,2546424.0,219.0
corrective,CO4,AR-14,PL-5,2017-06-19,3363247.12,113.0
corrective,CO4,AR-14,PL-5,2017-06-26,2422742.83,61.8
corrective,CO4,AR-14,PL-5,2017-07-10,156473.02,32.0
corrective,CO4,AR-14,PL-5,2017-07-17,3822351.6399999997,147.2
corrective,CO4,AR-14,PL-5,2017-07-24,127076.0,55.8
corrective,CO4,AR-14,PL-5,2017-07-31,3409248.0,90.3
corrective,CO4,AR-14,PL-5,2017-08-07,611512.99,29.199999999999996
corrective,CO4,AR-14,PL-5,2017-08-28,550556.53,194.0
corrective,CO4,AR-14,PL-5,2017-09-04,59294.12,29.5
corrective,CO4,AR-14,PL-5,2017-09-11,3398661.8200000003,143.5
corrective,CO4,AR-14,PL-5,2017-09-18,2462736.32,32.0
corrective,CO4,AR-14,PL-5,2017-09-25,4422373.33,181.5
corrective,CO4,AR-14,PL-5,2017-10-02,416842.58999999997,60.2
corrective,CO4,AR-14,PL-5,2017-10-16,1148830.2,47.0
corrective,CO4,AR-14,PL-5,2017-10-23,1037024.47,188.89999999999998
corrective,CO4,AR-14,PL-5,2017-10-30,358000.0,57.5
corrective,CO4,AR-14,PL-5,2017-11-13,4849992.0,9.5
corrective,CO4,AR-14,PL-5,2017-11-20,13423843.4,158.4
corrective,CO4,AR-14,PL-5,2017-11-27,5536351.619999999,88.2
corrective,CO4,AR-14,PL-5,2017-12-04,1624800.0,39.0
corrective,CO4,AR-14,PL-5,2017-12-25,8497233.74,69.5
corrective,CO4,AR-14,PL-5,2018-01-01,6211450.0,21.2
corrective,CO4,AR-14,PL-5,2018-01-08,78893167.51,199.0
corrective,CO4,AR-14,PL-5,2018-01-15,72868.76,85.5
corrective,CO4,AR-14,PL-5,2018-02-19,14022364.299999999,467.5
corrective,CO4,AR-14,PL-5,2018-02-26,3042285.51,256.0
corrective,CO4,AR-14,PL-5,2018-03-05,69361.16,106.5
corrective,CO4,AR-14,PL-5,2018-03-19,19200871.0,196.5
corrective,CO4,AR-14,PL-5,2018-03-26,4706665.66,266.8999999999998
corrective,CO4,AR-14,PL-5,2018-04-09,1246360.08,114.0
corrective,CO4,AR-14,PL-5,2018-04-16,5451835.350000001,163.4
corrective,CO4,AR-14,PL-5,2018-04-30,1144503.44,176.5
corrective,CO4,AR-14,PL-5,2018-05-14,864535.15,130.0
corrective,CO4,AR-14,PL-5,2018-05-21,8509653.22,200.0
corrective,CO4,AR-14,PL-5,2018-06-04,1066750.0,57.7
corrective,CO4,AR-14,PL-5,2018-06-11,17032430.47,240.39999999999998
corrective,CO4,AR-14,PL-5,2018-06-18,2029247.64,87.5
corrective,CO4,AR-14,PL-5,2018-07-09,1220068.25,102.2
corrective,CO4,AR-14,PL-5,2018-07-16,127213.26,106.5
corrective,CO4,AR-14,PL-5,2018-07-23,2796247.77,176.8
corrective,CO4,AR-14,PL-5,2018-08-06,1949418.35,153.5
corrective,CO4,AR-14,PL-5,2018-08-13,1674530.94,146.4
corrective,CO4,AR-14,PL-5,2018-08-20,9570702.1,51.0
corrective,CO4,AR-14,PL-5,2018-08-27,488776.21,11.9
corrective,CO4,AR-14,PL-5,2018-09-03,96186934.2,42.400000000000006
corrective,CO4,AR-14,PL-5,2018-09-10,3133899.2800000003,111.5
corrective,CO4,AR-14,PL-5,2018-09-17,721780.92,20.5
corrective,CO4,AR-14,PL-5,2018-09-24,10726680.06,276.9999999999999
corrective,CO4,AR-14,PL-5,2018-10-01,58278015.65,97.0
corrective,CO4,AR-14,PL-5,2018-10-15,18958180.23,34.0
corrective,CO4,AR-14,PL-5,2018-10-29,7488222.04,118.0
corrective,CO4,AR-14,PL-5,2018-11-12,40244308.870000005,17.5
corrective,CO4,AR-14,PL-5,2018-12-03,351495.18,313.5
corrective,CO4,AR-14,PL-5,2018-12-10,8319478.279999999,246.8
corrective,CO4,AR-14,PL-5,2018-12-24,1393246.03,156.7
corrective,CO4,AR-14,PL-5,2018-12-31,1494673.16,97.5
corrective,CO4,AR-14,PL-6,2017-01-09,9891590.0,15.0
corrective,CO4,AR-14,PL-6,2017-01-16,29304015.93,161.0
corrective,CO4,AR-14,PL-6,2017-01-30,1219598.53,38.0
corrective,CO4,AR-14,PL-6,2017-02-06,625952.06,20.5
corrective,CO4,AR-14,PL-6,2017-02-13,1006450.81,21.0
corrective,CO4,AR-14,PL-6,2017-02-20,1029243.5,53.0
corrective,CO4,AR-14,PL-6,2017-02-27,8173812.720000001,16.5
corrective,CO4,AR-14,PL-6,2017-03-06,8813226.75,58.5
corrective,CO4,AR-14,PL-6,2017-03-20,1582639.0,44.0
corrective,CO4,AR-14,PL-6,2017-03-27,1989470.79,45.5
corrective,CO4,AR-14,PL-6,2017-04-03,1214816.8599999999,29.5
corrective,CO4,AR-14,PL-6,2017-04-10,3356331.14,2.5
corrective,CO4,AR-14,PL-6,2017-04-24,3430000.0,1.0
corrective,CO4,AR-14,PL-6,2017-05-01,4484288.640000001,87.0
corrective,CO4,AR-14,PL-6,2017-05-08,25813088.71,40.5
corrective,CO4,AR-14,PL-6,2017-05-15,5315456.21,12.0
corrective,CO4,AR-14,PL-6,2017-05-22,155376.56,80.0
corrective,CO4,AR-14,PL-6,2017-05-29,830000.0,5.0
corrective,CO4,AR-14,PL-6,2017-06-05,567607.51,32.0
corrective,CO4,AR-14,PL-6,2017-06-12,4000000.0,19.5
corrective,CO4,AR-14,PL-6,2017-07-03,1204000.0,22.5
corrective,CO4,AR-14,PL-6,2017-07-17,3569700.0,32.0
corrective,CO4,AR-14,PL-6,2017-07-31,329900.0,6.0
corrective,CO4,AR-14,PL-6,2017-08-14,3217355.58,33.0
corrective,CO4,AR-14,PL-6,2017-08-21,342551.45,3.0
corrective,CO4,AR-14,PL-6,2017-08-28,2734786.6,30.0
corrective,CO4,AR-14,PL-6,2017-09-11,13972547.39,53.7
corrective,CO4,AR-14,PL-6,2017-09-18,821747.6699999999,24.5
corrective,CO4,AR-14,PL-6,2017-10-02,279669.08,5.0
corrective,CO4,AR-14,PL-6,2017-10-09,206609.89,45.5
corrective,CO4,AR-14,PL-6,2017-10-16,9074595.0,32.0
corrective,CO4,AR-14,PL-6,2017-10-23,226445.15,20.5
corrective,CO4,AR-14,PL-6,2017-11-06,1068077.31,22.0
corrective,CO4,AR-14,PL-6,2017-11-13,788062.13,16.5
corrective,CO4,AR-14,PL-6,2017-11-20,173100.0,18.5
corrective,CO4,AR-14,PL-6,2017-11-27,2420000.0,8.0
corrective,CO4,AR-14,PL-6,2017-12-04,3279639.0500000003,46.0
corrective,CO4,AR-14,PL-6,2017-12-11,101637.9,24.0
corrective,CO4,AR-14,PL-6,2017-12-18,8357345.0,35.5
corrective,CO4,AR-14,PL-6,2017-12-25,1455458.81,18.0
corrective,CO4,AR-14,PL-6,2018-01-01,3526962.33,38.0
corrective,CO4,AR-14,PL-6,2018-01-15,48976980.230000004,17.0
corrective,CO4,AR-14,PL-6,2018-02-05,2941182.0,17.5
corrective,CO4,AR-14,PL-6,2018-02-12,5448217.09,46.5
corrective,CO4,AR-14,PL-6,2018-02-26,941395.8300000001,27.5
corrective,CO4,AR-14,PL-6,2018-03-05,14306401.84,49.0
corrective,CO4,AR-14,PL-6,2018-03-12,1438846.51,127.5
corrective,CO4,AR-14,PL-6,2018-03-19,2086420.97,57.5
corrective,CO4,AR-14,PL-6,2018-03-26,1135350.0,29.5
corrective,CO4,AR-14,PL-6,2018-04-02,2516068.14,22.5
corrective,CO4,AR-14,PL-6,2018-04-09,1476832.34,27.5
corrective,CO4,AR-14,PL-6,2018-04-16,4222778.0,46.5
corrective,CO4,AR-14,PL-6,2018-04-23,4746128.8100000005,390.0
corrective,CO4,AR-14,PL-6,2018-04-30,3465540.0,21.5
corrective,CO4,AR-14,PL-6,2018-05-07,4217724.399999999,37.5
corrective,CO4,AR-14,PL-6,2018-05-14,6473599.15,59.0
corrective,CO4,AR-14,PL-6,2018-05-21,310700.0,26.0
corrective,CO4,AR-14,PL-6,2018-05-28,6565860.0,58.0
corrective,CO4,AR-14,PL-6,2018-06-04,248591.63,17.5
corrective,CO4,AR-14,PL-6,2018-06-11,2427373.69,44.0
corrective,CO4,AR-14,PL-6,2018-06-18,1204000.0,42.5
corrective,CO4,AR-14,PL-6,2018-06-25,1200000.0,12.2
corrective,CO4,AR-14,PL-6,2018-07-02,298000.0,46.5
corrective,CO4,AR-14,PL-6,2018-07-23,3390985.7,6.0
corrective,CO4,AR-14,PL-6,2018-07-30,14321462.59,160.2
corrective,CO4,AR-14,PL-6,2018-08-06,1015481.94,31.0
corrective,CO4,AR-14,PL-6,2018-08-13,2999451.84,41.0
corrective,CO4,AR-14,PL-6,2018-08-20,6107339.609999999,44.5
corrective,CO4,AR-14,PL-6,2018-08-27,5383572.140000001,21.0
corrective,CO4,AR-14,PL-6,2018-09-03,1769325.27,89.5
corrective,CO4,AR-14,PL-6,2018-09-17,17496866.0,15.5
corrective,CO4,AR-14,PL-6,2018-09-24,885000.0,16.5
corrective,CO4,AR-14,PL-6,2018-10-01,180000.0,11.5
corrective,CO4,AR-14,PL-6,2018-10-08,6132227.27,22.0
corrective,CO4,AR-14,PL-6,2018-10-15,364500.0,15.0
corrective,CO4,AR-14,PL-6,2018-10-22,491645.32,51.5
corrective,CO4,AR-14,PL-6,2018-11-26,4236488.14,70.7
corrective,CO4,AR-14,PL-6,2018-12-03,7286452.59,43.0
corrective,CO4,AR-14,PL-6,2018-12-17,11109600.0,83.5
corrective,CO4,AR-16,PL-4,2018-06-11,43580.93,14.0
corrective,CO4,AR-16,PL-5,2017-03-27,1641799.79,2.0
corrective,CO4,AR-16,PL-5,2017-07-03,252600.0,10.5
corrective,CO4,AR-16,PL-5,2017-08-07,1051467.76,3.8
corrective,CO4,AR-16,PL-5,2017-08-21,1040975.99,6.0
corrective,CO4,AR-16,PL-5,2017-09-04,3759216.0,29.0
corrective,CO4,AR-16,PL-5,2017-09-11,219810.0,0.25
corrective,CO4,AR-16,PL-5,2017-09-25,12044740.0,24.0
corrective,CO4,AR-16,PL-5,2017-11-27,1800.0,1.0
corrective,CO4,AR-16,PL-5,2017-12-04,1219060.0,23.75
corrective,CO4,AR-16,PL-5,2018-02-19,19212956.15,34.25
corrective,CO4,AR-16,PL-5,2018-04-30,577890.0,5.0
corrective,CO4,AR-16,PL-5,2018-05-14,567068.9,24.5
corrective,CO4,AR-16,PL-5,2018-06-11,3530399.9399999995,15.75
corrective,CO4,AR-16,PL-5,2018-08-27,2576000.0,2.75
corrective,CO4,AR-16,PL-5,2018-09-10,7378262.19,9.25
corrective,CO4,AR-16,PL-5,2018-09-24,54000.0,2.0
corrective,CO4,AR-16,PL-5,2018-11-12,7800.0,19.5
corrective,CO4,AR-16,PL-6,2017-09-25,74893.2,1.0
corrective,CO4,AR-16,PL-6,2017-12-18,448800.0,12.5
corrective,CO4,AR-16,PL-6,2018-07-02,2640711.15,1.4
corrective,CO4,AR-17,PL-1,2017-01-02,1133438.26,37.0
corrective,CO4,AR-17,PL-1,2017-01-16,82000.0,15.2
corrective,CO4,AR-17,PL-1,2017-01-23,1305516.1,5.0
corrective,CO4,AR-17,PL-1,2017-01-30,753163.14,37.300000000000004
corrective,CO4,AR-17,PL-1,2017-02-06,9091794.620000001,47.5
corrective,CO4,AR-17,PL-1,2017-02-13,457500.0,15.5
corrective,CO4,AR-17,PL-1,2017-02-20,4987318.08,8.600000000000001
corrective,CO4,AR-17,PL-1,2017-02-27,1898277.98,15.5
corrective,CO4,AR-17,PL-1,2017-03-06,1975080.0,38.5
corrective,CO4,AR-17,PL-1,2017-03-13,25740510.77,84.6
corrective,CO4,AR-17,PL-1,2017-03-20,4862914.029999999,44.5
corrective,CO4,AR-17,PL-1,2017-03-27,10305031.629999999,14.5
corrective,CO4,AR-17,PL-1,2017-04-03,9221010.49,5.5
corrective,CO4,AR-17,PL-1,2017-04-10,18012009.86,12.899999999999999
corrective,CO4,AR-17,PL-1,2017-04-17,27894134.14,0.2
corrective,CO4,AR-17,PL-1,2017-05-01,1485402.28,3.5
corrective,CO4,AR-17,PL-1,2017-05-08,2457569.63,35.5
corrective,CO4,AR-17,PL-1,2017-05-15,579654.4,9.9
corrective,CO4,AR-17,PL-1,2017-05-22,26865980.44,6.5
corrective,CO4,AR-17,PL-1,2017-05-29,3887146.29,32.2
corrective,CO4,AR-17,PL-1,2017-06-05,809135.33,20.0
corrective,CO4,AR-17,PL-1,2017-06-19,6062255.13,19.599999999999998
corrective,CO4,AR-17,PL-1,2017-06-26,1295774.09,12.0
corrective,CO4,AR-17,PL-1,2017-07-03,171532.66999999998,24.2
corrective,CO4,AR-17,PL-1,2017-07-17,4824068.87,4.5
corrective,CO4,AR-17,PL-1,2017-07-24,2955520.9,8.0
corrective,CO4,AR-17,PL-1,2017-07-31,632001.85,24.0
corrective,CO4,AR-17,PL-1,2017-08-14,619214.96,10.0
corrective,CO4,AR-17,PL-1,2017-08-28,10287878.249999998,92.0
corrective,CO4,AR-17,PL-1,2017-09-04,128851.68,8.5
corrective,CO4,AR-17,PL-1,2017-09-11,34624.16,21.7
corrective,CO4,AR-17,PL-1,2017-09-25,5218164.899999999,21.9
corrective,CO4,AR-17,PL-1,2017-10-02,15172729.5,9.5
corrective,CO4,AR-17,PL-1,2017-10-09,55000.0,1.0
corrective,CO4,AR-17,PL-1,2017-10-16,12796823.93,6.5
corrective,CO4,AR-17,PL-1,2017-10-23,8463636.0,6.5
corrective,CO4,AR-17,PL-1,2017-10-30,114500.0,1.0
corrective,CO4,AR-17,PL-1,2017-11-06,543869.61,5.2
corrective,CO4,AR-17,PL-1,2017-11-13,15363132.56,1.0
corrective,CO4,AR-17,PL-1,2017-11-20,656498.37,2.5
corrective,CO4,AR-17,PL-1,2017-11-27,716991.86,4.5
corrective,CO4,AR-17,PL-1,2017-12-04,83272.27,21.5
corrective,CO4,AR-17,PL-1,2017-12-11,3718764.27,8.1
corrective,CO4,AR-17,PL-1,2017-12-25,2274000.0,6.0
corrective,CO4,AR-17,PL-1,2018-01-08,10676602.370000001,9.7
corrective,CO4,AR-17,PL-1,2018-01-15,2470725.36,1.2
corrective,CO4,AR-17,PL-1,2018-01-22,984764.71,1.5
corrective,CO4,AR-17,PL-1,2018-01-29,2186754.91,11.0
corrective,CO4,AR-17,PL-1,2018-02-05,238991.34,18.5
corrective,CO4,AR-17,PL-1,2018-02-12,3407247.8900000006,73.0
corrective,CO4,AR-17,PL-1,2018-02-19,2719847.41,4.0
corrective,CO4,AR-17,PL-1,2018-02-26,12434022.65,21.5
corrective,CO4,AR-17,PL-1,2018-03-05,26822633.52,8.5
corrective,CO4,AR-17,PL-1,2018-03-12,1689900.62,20.5
corrective,CO4,AR-17,PL-1,2018-03-19,4547473.87,2.0
corrective,CO4,AR-17,PL-1,2018-03-26,677587.9,7.0
corrective,CO4,AR-17,PL-1,2018-04-09,766442.88,13.2
corrective,CO4,AR-17,PL-1,2018-04-16,2430905.11,25.2
corrective,CO4,AR-17,PL-1,2018-04-23,63787.560000000005,8.0
